source_id,source_type,target_id,target_type,type,severity,frequency,efficacy,first_line,interaction_type,description
SYM_016,Symptom,DIS_00121,Disease,CAUSED_BY,,,,,,
DIS_00121,Disease,DRG_0065,drug,TREATED_BY,,,moderate,True,,
DIS_00121,Disease,DRG_0035,drug,TREATED_BY,,,low,False,,
DIS_00122,Disease,SYM_041,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_041,Symptom,DIS_00122,Disease,CAUSED_BY,,,,,,
DIS_00122,Disease,SYM_049,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_049,Symptom,DIS_00122,Disease,CAUSED_BY,,,,,,
DIS_00122,Disease,SYM_009,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_009,Symptom,DIS_00122,Disease,CAUSED_BY,,,,,,
DIS_00122,Disease,SYM_027,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_027,Symptom,DIS_00122,Disease,CAUSED_BY,,,,,,
DIS_00122,Disease,SYM_002,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_002,Symptom,DIS_00122,Disease,CAUSED_BY,,,,,,
DIS_00122,Disease,TRT_0007,treatment,TREATED_BY,,,high,True,,
DIS_00123,Disease,SYM_021,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_021,Symptom,DIS_00123,Disease,CAUSED_BY,,,,,,
DIS_00123,Disease,SYM_028,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_028,Symptom,DIS_00123,Disease,CAUSED_BY,,,,,,
DIS_00123,Disease,SYM_049,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_049,Symptom,DIS_00123,Disease,CAUSED_BY,,,,,,
DIS_00123,Disease,SYM_037,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_037,Symptom,DIS_00123,Disease,CAUSED_BY,,,,,,
DIS_00123,Disease,SYM_027,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_027,Symptom,DIS_00123,Disease,CAUSED_BY,,,,,,
DIS_00123,Disease,TRT_0011,treatment,TREATED_BY,,,low,False,,
DIS_00123,Disease,DRG_0002,drug,TREATED_BY,,,low,True,,
DIS_00123,Disease,TRT_0005,treatment,TREATED_BY,,,variable,False,,
DIS_00124,Disease,SYM_035,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_035,Symptom,DIS_00124,Disease,CAUSED_BY,,,,,,
DIS_00124,Disease,SYM_042,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_042,Symptom,DIS_00124,Disease,CAUSED_BY,,,,,,
DIS_00124,Disease,SYM_020,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_020,Symptom,DIS_00124,Disease,CAUSED_BY,,,,,,
DIS_00124,Disease,SYM_035,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_035,Symptom,DIS_00124,Disease,CAUSED_BY,,,,,,
DIS_00124,Disease,TRT_0008,treatment,TREATED_BY,,,moderate,False,,
DIS_00124,Disease,DRG_0028,drug,TREATED_BY,,,high,False,,
DIS_00124,Disease,DRG_0067,drug,TREATED_BY,,,low,True,,
DIS_00125,Disease,SYM_002,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_002,Symptom,DIS_00125,Disease,CAUSED_BY,,,,,,
DIS_00125,Disease,SYM_020,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_020,Symptom,DIS_00125,Disease,CAUSED_BY,,,,,,
DIS_00125,Disease,SYM_047,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_047,Symptom,DIS_00125,Disease,CAUSED_BY,,,,,,
DIS_00125,Disease,DRG_0081,drug,TREATED_BY,,,low,True,,
DIS_00125,Disease,DRG_0007,drug,TREATED_BY,,,high,False,,
DIS_00126,Disease,SYM_037,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_037,Symptom,DIS_00126,Disease,CAUSED_BY,,,,,,
DIS_00126,Disease,SYM_022,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_022,Symptom,DIS_00126,Disease,CAUSED_BY,,,,,,
DIS_00126,Disease,SYM_023,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_023,Symptom,DIS_00126,Disease,CAUSED_BY,,,,,,
DIS_00126,Disease,SYM_043,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_043,Symptom,DIS_00126,Disease,CAUSED_BY,,,,,,
DIS_00126,Disease,SYM_034,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_034,Symptom,DIS_00126,Disease,CAUSED_BY,,,,,,
DIS_00126,Disease,DRG_0067,drug,TREATED_BY,,,moderate,False,,
DIS_00126,Disease,DRG_0059,drug,TREATED_BY,,,high,True,,
DIS_00127,Disease,SYM_027,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_027,Symptom,DIS_00127,Disease,CAUSED_BY,,,,,,
DIS_00127,Disease,SYM_004,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_004,Symptom,DIS_00127,Disease,CAUSED_BY,,,,,,
DIS_00127,Disease,SYM_031,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_031,Symptom,DIS_00127,Disease,CAUSED_BY,,,,,,
DIS_00127,Disease,SYM_005,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_005,Symptom,DIS_00127,Disease,CAUSED_BY,,,,,,
DIS_00127,Disease,SYM_038,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_038,Symptom,DIS_00127,Disease,CAUSED_BY,,,,,,
DIS_00127,Disease,SYM_038,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_038,Symptom,DIS_00127,Disease,CAUSED_BY,,,,,,
DIS_00127,Disease,TRT_0004,treatment,TREATED_BY,,,variable,False,,
DIS_00127,Disease,TRT_0021,treatment,TREATED_BY,,,moderate,True,,
DIS_00128,Disease,SYM_032,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_032,Symptom,DIS_00128,Disease,CAUSED_BY,,,,,,
DIS_00128,Disease,SYM_046,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_046,Symptom,DIS_00128,Disease,CAUSED_BY,,,,,,
DIS_00128,Disease,SYM_030,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_030,Symptom,DIS_00128,Disease,CAUSED_BY,,,,,,
DIS_00128,Disease,SYM_048,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_048,Symptom,DIS_00128,Disease,CAUSED_BY,,,,,,
DIS_00128,Disease,DRG_0078,drug,TREATED_BY,,,variable,True,,
DIS_00129,Disease,SYM_024,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_024,Symptom,DIS_00129,Disease,CAUSED_BY,,,,,,
DIS_00129,Disease,SYM_034,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_034,Symptom,DIS_00129,Disease,CAUSED_BY,,,,,,
DIS_00129,Disease,SYM_024,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_024,Symptom,DIS_00129,Disease,CAUSED_BY,,,,,,
DIS_00129,Disease,DRG_0038,drug,TREATED_BY,,,variable,True,,
DIS_00129,Disease,TRT_0017,treatment,TREATED_BY,,,moderate,True,,
DIS_00130,Disease,SYM_004,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_004,Symptom,DIS_00130,Disease,CAUSED_BY,,,,,,
DIS_00130,Disease,SYM_014,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_014,Symptom,DIS_00130,Disease,CAUSED_BY,,,,,,
DIS_00130,Disease,SYM_001,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_001,Symptom,DIS_00130,Disease,CAUSED_BY,,,,,,
DIS_00130,Disease,SYM_005,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_005,Symptom,DIS_00130,Disease,CAUSED_BY,,,,,,
DIS_00130,Disease,SYM_031,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_031,Symptom,DIS_00130,Disease,CAUSED_BY,,,,,,
DIS_00130,Disease,SYM_022,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_022,Symptom,DIS_00130,Disease,CAUSED_BY,,,,,,
DIS_00130,Disease,TRT_0022,treatment,TREATED_BY,,,moderate,True,,
DIS_00130,Disease,DRG_0065,drug,TREATED_BY,,,variable,False,,
DIS_00130,Disease,TRT_0001,treatment,TREATED_BY,,,variable,True,,
DIS_00131,Disease,SYM_006,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_006,Symptom,DIS_00131,Disease,CAUSED_BY,,,,,,
DIS_00131,Disease,SYM_015,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_015,Symptom,DIS_00131,Disease,CAUSED_BY,,,,,,
DIS_00131,Disease,SYM_035,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_035,Symptom,DIS_00131,Disease,CAUSED_BY,,,,,,
DIS_00131,Disease,SYM_048,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_048,Symptom,DIS_00131,Disease,CAUSED_BY,,,,,,
DIS_00131,Disease,SYM_011,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_011,Symptom,DIS_00131,Disease,CAUSED_BY,,,,,,
DIS_00131,Disease,DRG_0083,drug,TREATED_BY,,,high,True,,
DIS_00131,Disease,DRG_0025,drug,TREATED_BY,,,high,True,,
DIS_00131,Disease,TRT_0012,treatment,TREATED_BY,,,variable,True,,
DIS_00132,Disease,SYM_043,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_043,Symptom,DIS_00132,Disease,CAUSED_BY,,,,,,
DIS_00132,Disease,SYM_018,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_018,Symptom,DIS_00132,Disease,CAUSED_BY,,,,,,
DIS_00132,Disease,SYM_046,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_046,Symptom,DIS_00132,Disease,CAUSED_BY,,,,,,
DIS_00132,Disease,DRG_0078,drug,TREATED_BY,,,low,False,,
DIS_00132,Disease,DRG_0076,drug,TREATED_BY,,,high,False,,
DIS_00132,Disease,TRT_0026,treatment,TREATED_BY,,,high,False,,
DIS_00133,Disease,SYM_012,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_012,Symptom,DIS_00133,Disease,CAUSED_BY,,,,,,
DIS_00133,Disease,SYM_034,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_034,Symptom,DIS_00133,Disease,CAUSED_BY,,,,,,
DIS_00133,Disease,SYM_017,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_017,Symptom,DIS_00133,Disease,CAUSED_BY,,,,,,
DIS_00133,Disease,SYM_007,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_007,Symptom,DIS_00133,Disease,CAUSED_BY,,,,,,
DIS_00133,Disease,SYM_010,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_010,Symptom,DIS_00133,Disease,CAUSED_BY,,,,,,
DIS_00133,Disease,SYM_006,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_006,Symptom,DIS_00133,Disease,CAUSED_BY,,,,,,
DIS_00133,Disease,TRT_0002,treatment,TREATED_BY,,,moderate,True,,
DIS_00133,Disease,DRG_0079,drug,TREATED_BY,,,low,True,,
DIS_00134,Disease,SYM_046,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_046,Symptom,DIS_00134,Disease,CAUSED_BY,,,,,,
DIS_00134,Disease,SYM_025,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_025,Symptom,DIS_00134,Disease,CAUSED_BY,,,,,,
DIS_00134,Disease,SYM_010,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_010,Symptom,DIS_00134,Disease,CAUSED_BY,,,,,,
DIS_00134,Disease,DRG_0049,drug,TREATED_BY,,,high,True,,
DIS_00134,Disease,DRG_0026,drug,TREATED_BY,,,moderate,True,,
DIS_00135,Disease,SYM_033,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_033,Symptom,DIS_00135,Disease,CAUSED_BY,,,,,,
DIS_00135,Disease,SYM_018,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_018,Symptom,DIS_00135,Disease,CAUSED_BY,,,,,,
DIS_00135,Disease,SYM_030,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_030,Symptom,DIS_00135,Disease,CAUSED_BY,,,,,,
DIS_00135,Disease,SYM_031,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_031,Symptom,DIS_00135,Disease,CAUSED_BY,,,,,,
DIS_00135,Disease,SYM_041,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_041,Symptom,DIS_00135,Disease,CAUSED_BY,,,,,,
DIS_00135,Disease,SYM_018,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_018,Symptom,DIS_00135,Disease,CAUSED_BY,,,,,,
DIS_00135,Disease,DRG_0084,drug,TREATED_BY,,,moderate,False,,
DIS_00135,Disease,DRG_0073,drug,TREATED_BY,,,variable,False,,
DIS_00135,Disease,DRG_0011,drug,TREATED_BY,,,moderate,True,,
DIS_00136,Disease,SYM_035,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_035,Symptom,DIS_00136,Disease,CAUSED_BY,,,,,,
DIS_00136,Disease,SYM_035,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_035,Symptom,DIS_00136,Disease,CAUSED_BY,,,,,,
DIS_00136,Disease,SYM_003,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_003,Symptom,DIS_00136,Disease,CAUSED_BY,,,,,,
DIS_00136,Disease,SYM_040,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_040,Symptom,DIS_00136,Disease,CAUSED_BY,,,,,,
DIS_00136,Disease,SYM_001,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_001,Symptom,DIS_00136,Disease,CAUSED_BY,,,,,,
DIS_00136,Disease,DRG_0077,drug,TREATED_BY,,,low,False,,
DIS_00136,Disease,DRG_0045,drug,TREATED_BY,,,moderate,False,,
DIS_00137,Disease,SYM_011,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_011,Symptom,DIS_00137,Disease,CAUSED_BY,,,,,,
DIS_00137,Disease,SYM_006,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_006,Symptom,DIS_00137,Disease,CAUSED_BY,,,,,,
DIS_00137,Disease,SYM_009,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_009,Symptom,DIS_00137,Disease,CAUSED_BY,,,,,,
DIS_00137,Disease,DRG_0079,drug,TREATED_BY,,,low,False,,
DIS_00138,Disease,SYM_049,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_049,Symptom,DIS_00138,Disease,CAUSED_BY,,,,,,
DIS_00138,Disease,SYM_016,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_016,Symptom,DIS_00138,Disease,CAUSED_BY,,,,,,
DIS_00138,Disease,SYM_014,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_014,Symptom,DIS_00138,Disease,CAUSED_BY,,,,,,
DIS_00138,Disease,SYM_002,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_002,Symptom,DIS_00138,Disease,CAUSED_BY,,,,,,
DIS_00138,Disease,SYM_039,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_039,Symptom,DIS_00138,Disease,CAUSED_BY,,,,,,
DIS_00138,Disease,TRT_0002,treatment,TREATED_BY,,,moderate,False,,
DIS_00139,Disease,SYM_049,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_049,Symptom,DIS_00139,Disease,CAUSED_BY,,,,,,
DIS_00139,Disease,SYM_042,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_042,Symptom,DIS_00139,Disease,CAUSED_BY,,,,,,
DIS_00139,Disease,SYM_043,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_043,Symptom,DIS_00139,Disease,CAUSED_BY,,,,,,
DIS_00139,Disease,SYM_023,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_023,Symptom,DIS_00139,Disease,CAUSED_BY,,,,,,
DIS_00139,Disease,SYM_025,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_025,Symptom,DIS_00139,Disease,CAUSED_BY,,,,,,
DIS_00139,Disease,SYM_008,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_008,Symptom,DIS_00139,Disease,CAUSED_BY,,,,,,
DIS_00139,Disease,DRG_0057,drug,TREATED_BY,,,high,True,,
DIS_00140,Disease,SYM_049,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_049,Symptom,DIS_00140,Disease,CAUSED_BY,,,,,,
DIS_00140,Disease,SYM_013,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_013,Symptom,DIS_00140,Disease,CAUSED_BY,,,,,,
DIS_00140,Disease,SYM_046,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_046,Symptom,DIS_00140,Disease,CAUSED_BY,,,,,,
DIS_00140,Disease,DRG_0047,drug,TREATED_BY,,,high,False,,
DIS_00140,Disease,DRG_0064,drug,TREATED_BY,,,moderate,True,,
DIS_00141,Disease,SYM_041,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_041,Symptom,DIS_00141,Disease,CAUSED_BY,,,,,,
DIS_00141,Disease,SYM_018,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_018,Symptom,DIS_00141,Disease,CAUSED_BY,,,,,,
DIS_00141,Disease,SYM_036,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_036,Symptom,DIS_00141,Disease,CAUSED_BY,,,,,,
DIS_00141,Disease,SYM_005,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_005,Symptom,DIS_00141,Disease,CAUSED_BY,,,,,,
DIS_00141,Disease,DRG_0034,drug,TREATED_BY,,,moderate,False,,
DIS_00142,Disease,SYM_044,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_044,Symptom,DIS_00142,Disease,CAUSED_BY,,,,,,
DIS_00142,Disease,SYM_044,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_044,Symptom,DIS_00142,Disease,CAUSED_BY,,,,,,
DIS_00142,Disease,SYM_028,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_028,Symptom,DIS_00142,Disease,CAUSED_BY,,,,,,
DIS_00142,Disease,SYM_028,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_028,Symptom,DIS_00142,Disease,CAUSED_BY,,,,,,
DIS_00142,Disease,TRT_0003,treatment,TREATED_BY,,,variable,False,,
DIS_00143,Disease,SYM_034,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_034,Symptom,DIS_00143,Disease,CAUSED_BY,,,,,,
DIS_00143,Disease,SYM_004,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_004,Symptom,DIS_00143,Disease,CAUSED_BY,,,,,,
DIS_00143,Disease,SYM_035,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_035,Symptom,DIS_00143,Disease,CAUSED_BY,,,,,,
DIS_00143,Disease,SYM_001,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_001,Symptom,DIS_00143,Disease,CAUSED_BY,,,,,,
DIS_00143,Disease,SYM_022,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_022,Symptom,DIS_00143,Disease,CAUSED_BY,,,,,,
DIS_00143,Disease,DRG_0029,drug,TREATED_BY,,,variable,True,,
DIS_00143,Disease,DRG_0032,drug,TREATED_BY,,,moderate,True,,
DIS_00143,Disease,DRG_0043,drug,TREATED_BY,,,low,True,,
DIS_00144,Disease,SYM_002,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_002,Symptom,DIS_00144,Disease,CAUSED_BY,,,,,,
DIS_00144,Disease,SYM_002,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_002,Symptom,DIS_00144,Disease,CAUSED_BY,,,,,,
DIS_00144,Disease,SYM_016,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_016,Symptom,DIS_00144,Disease,CAUSED_BY,,,,,,
DIS_00144,Disease,DRG_0044,drug,TREATED_BY,,,high,False,,
DIS_00145,Disease,SYM_005,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_005,Symptom,DIS_00145,Disease,CAUSED_BY,,,,,,
DIS_00145,Disease,SYM_041,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_041,Symptom,DIS_00145,Disease,CAUSED_BY,,,,,,
DIS_00145,Disease,SYM_006,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_006,Symptom,DIS_00145,Disease,CAUSED_BY,,,,,,
DIS_00145,Disease,SYM_025,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_025,Symptom,DIS_00145,Disease,CAUSED_BY,,,,,,
DIS_00145,Disease,DRG_0008,drug,TREATED_BY,,,variable,True,,
DIS_00146,Disease,SYM_040,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_040,Symptom,DIS_00146,Disease,CAUSED_BY,,,,,,
DIS_00146,Disease,SYM_007,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_007,Symptom,DIS_00146,Disease,CAUSED_BY,,,,,,
DIS_00146,Disease,SYM_019,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_019,Symptom,DIS_00146,Disease,CAUSED_BY,,,,,,
DIS_00146,Disease,SYM_007,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_007,Symptom,DIS_00146,Disease,CAUSED_BY,,,,,,
DIS_00146,Disease,SYM_039,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_039,Symptom,DIS_00146,Disease,CAUSED_BY,,,,,,
DIS_00146,Disease,DRG_0060,drug,TREATED_BY,,,variable,True,,
DIS_00146,Disease,DRG_0044,drug,TREATED_BY,,,high,False,,
DIS_00147,Disease,SYM_038,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_038,Symptom,DIS_00147,Disease,CAUSED_BY,,,,,,
DIS_00147,Disease,SYM_007,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_007,Symptom,DIS_00147,Disease,CAUSED_BY,,,,,,
DIS_00147,Disease,SYM_038,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_038,Symptom,DIS_00147,Disease,CAUSED_BY,,,,,,
DIS_00147,Disease,SYM_041,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_041,Symptom,DIS_00147,Disease,CAUSED_BY,,,,,,
DIS_00147,Disease,SYM_027,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_027,Symptom,DIS_00147,Disease,CAUSED_BY,,,,,,
DIS_00147,Disease,DRG_0032,drug,TREATED_BY,,,moderate,True,,
DIS_00148,Disease,SYM_009,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_009,Symptom,DIS_00148,Disease,CAUSED_BY,,,,,,
DIS_00148,Disease,SYM_033,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_033,Symptom,DIS_00148,Disease,CAUSED_BY,,,,,,
DIS_00148,Disease,SYM_038,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_038,Symptom,DIS_00148,Disease,CAUSED_BY,,,,,,
DIS_00148,Disease,DRG_0040,drug,TREATED_BY,,,low,False,,
DIS_00148,Disease,DRG_0048,drug,TREATED_BY,,,high,True,,
DIS_00149,Disease,SYM_016,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_016,Symptom,DIS_00149,Disease,CAUSED_BY,,,,,,
DIS_00149,Disease,SYM_023,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_023,Symptom,DIS_00149,Disease,CAUSED_BY,,,,,,
DIS_00149,Disease,SYM_041,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_041,Symptom,DIS_00149,Disease,CAUSED_BY,,,,,,
DIS_00149,Disease,DRG_0025,drug,TREATED_BY,,,variable,False,,
DIS_00149,Disease,DRG_0077,drug,TREATED_BY,,,low,False,,
DIS_00150,Disease,SYM_027,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_027,Symptom,DIS_00150,Disease,CAUSED_BY,,,,,,
DIS_00150,Disease,SYM_007,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_007,Symptom,DIS_00150,Disease,CAUSED_BY,,,,,,
DIS_00150,Disease,SYM_032,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_032,Symptom,DIS_00150,Disease,CAUSED_BY,,,,,,
DIS_00150,Disease,SYM_041,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_041,Symptom,DIS_00150,Disease,CAUSED_BY,,,,,,
DIS_00150,Disease,SYM_030,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_030,Symptom,DIS_00150,Disease,CAUSED_BY,,,,,,
DIS_00150,Disease,TRT_0010,treatment,TREATED_BY,,,low,False,,
DIS_00150,Disease,DRG_0027,drug,TREATED_BY,,,variable,True,,
DIS_00151,Disease,SYM_024,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_024,Symptom,DIS_00151,Disease,CAUSED_BY,,,,,,
DIS_00151,Disease,SYM_023,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_023,Symptom,DIS_00151,Disease,CAUSED_BY,,,,,,
DIS_00151,Disease,SYM_010,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_010,Symptom,DIS_00151,Disease,CAUSED_BY,,,,,,
DIS_00151,Disease,DRG_0081,drug,TREATED_BY,,,low,True,,
DIS_00152,Disease,SYM_013,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_013,Symptom,DIS_00152,Disease,CAUSED_BY,,,,,,
DIS_00152,Disease,SYM_012,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_012,Symptom,DIS_00152,Disease,CAUSED_BY,,,,,,
DIS_00152,Disease,SYM_047,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_047,Symptom,DIS_00152,Disease,CAUSED_BY,,,,,,
DIS_00152,Disease,DRG_0032,drug,TREATED_BY,,,moderate,True,,
DIS_00152,Disease,DRG_0003,drug,TREATED_BY,,,moderate,False,,
DIS_00152,Disease,TRT_0032,treatment,TREATED_BY,,,high,True,,
DIS_00153,Disease,SYM_025,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_025,Symptom,DIS_00153,Disease,CAUSED_BY,,,,,,
DIS_00153,Disease,SYM_014,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_014,Symptom,DIS_00153,Disease,CAUSED_BY,,,,,,
DIS_00153,Disease,SYM_016,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_016,Symptom,DIS_00153,Disease,CAUSED_BY,,,,,,
DIS_00153,Disease,SYM_043,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_043,Symptom,DIS_00153,Disease,CAUSED_BY,,,,,,
DIS_00153,Disease,DRG_0009,drug,TREATED_BY,,,high,True,,
DIS_00153,Disease,TRT_0028,treatment,TREATED_BY,,,moderate,True,,
DIS_00153,Disease,DRG_0025,drug,TREATED_BY,,,variable,False,,
DIS_00154,Disease,SYM_039,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_039,Symptom,DIS_00154,Disease,CAUSED_BY,,,,,,
